epoch,train_loss,val_loss,train_metric,val_metric,lr
0,0.2735326640030631,0.3381957232952118,0.15931647796543086,0.15844746589660644,0.005
1,0.13994148229601003,0.16528333926200867,0.31210469947952707,0.4672788906097412,0.005
2,0.11702629174886583,0.14684998047351838,0.39981534551171694,0.5346590280532837,0.005
3,0.10769659338914761,0.21501778090000154,0.43700845969491314,0.43929535341262815,0.005
4,0.10060340095134009,0.11829645401239396,0.47160346940213466,0.5715460968017578,0.005
5,0.09597850358691297,0.15453295719623567,0.4928961976998899,0.5224665560722351,0.005
6,0.08951072969666574,0.12994965803623199,0.5130984448537487,0.5638823938369751,0.005
7,0.09391712575775235,0.23187127161026,0.49623901532048365,0.43451954317092895,0.005
8,0.08785130091908933,0.1554723845720291,0.5227109383420497,0.5058988449573517,0.005
9,0.09763445390038797,0.11847481971979142,0.48199658893069636,0.6195418438911438,0.005
10,0.08404882068262429,0.10959064137935638,0.5303937572391093,0.6265349383354187,0.005
11,0.08262051240641291,0.11745210111141205,0.5464512387863776,0.5730627245903015,0.005
12,0.0824227028814446,0.3005508110523224,0.5423118052791719,0.3716461532115936,0.005
13,0.08489823168297919,0.10227705448865891,0.5318829168220098,0.6171972918510437,0.005
14,0.0799613775742822,0.11630557048320771,0.5656110103152284,0.5943658900260925,0.005
15,0.10752106015207101,0.14743502593040467,0.45573890600360933,0.5168131608963012,0.005
16,0.08670170341922837,0.10509984415769577,0.5343965479448921,0.6029111566543579,0.005
17,0.0784399768098348,0.11049078673124313,0.564075992220924,0.5848479089736939,0.005
18,0.08348189033165412,0.15134515726566314,0.53462221024751,0.5699917984008789,0.005
19,0.07538808939479837,0.09346433824300766,0.5810076148331571,0.6617900056838989,0.005
20,0.07505292662170802,0.08931569677591324,0.5747077855504766,0.6732130589485168,0.005
21,0.0780618800317683,0.11588389950990677,0.5589552382294204,0.6483807468414307,0.005
22,0.07444156156856568,0.09727430564165115,0.5761689978177283,0.6825666294097901,0.005
23,0.07129208267736836,0.0994509311914444,0.5975365783391642,0.6748435840606689,0.005
24,0.07722212989278296,0.09510256105661392,0.5611077935374131,0.6647399387359619,0.005
25,0.07141679994055346,0.08782861977815629,0.5911693502994192,0.6557233691215515,0.005
26,0.07191806806235754,0.08545043808221817,0.5836741750647708,0.680137062549591,0.005
27,0.0710093333017306,0.08650329661369324,0.5885131516519572,0.6883070487976074,0.005
28,0.07109922789880971,0.09121289968490601,0.5859722865014231,0.7043821573257446,0.005
